step,t,total_time,temp,etot,epart
3000,14.994999664835632,0.03199625015258789,0.5239065439205308,-479.7889771193165,-4.44249052888256
3100,15.494999653659761,0.03299832344055176,0.5591471939960828,-479.8027789465478,-4.442618323579146
3200,15.99499964248389,0.03399848937988281,0.5710222722916737,-479.79811632459786,-4.442575151153684
3300,16.49499963130802,0.035506486892700195,0.6035213945062883,-479.8047628171967,-4.4426366927518215
3400,16.99499962013215,0.03750276565551758,0.5590778624879493,-479.7973038069976,-4.44256762784257
3500,17.494999608956277,0.038503170013427734,0.5626422001588314,-479.799168113613,-4.4425848899408615
3600,17.994999597780406,0.039502859115600586,0.4984661003875412,-479.7668917239893,-4.442286034481382
3700,18.494999586604536,0.04049992561340332,0.5253954156516081,-479.7847258397903,-4.442451165183244
3800,18.994999575428665,0.04150056838989258,0.4944293649736551,-479.77925443001755,-4.442400503981644
3900,19.494999564252794,0.04250144958496094,0.5659957992518792,-479.7878169708305,-4.442479786766949
4000,19.994999553076923,0.043502092361450195,0.6006026787698547,-479.78969452060113,-4.442497171487047
4100,20.494999541901052,0.04450201988220215,0.5828776617283189,-479.78664923329814,-4.44246897438239
4200,20.99499953072518,0.045502424240112305,0.5404812881718735,-479.7867012435487,-4.4424694559587845
4300,21.49499951954931,0.04650425910949707,0.5771961202932557,-479.78787439140365,-4.442480318438923
4400,21.99499950837344,0.04750680923461914,0.5415660644218022,-479.763627828803,-4.442255813229657
4500,22.49499949719757,0.049506187438964844,0.5485566013634237,-479.77163620067,-4.442329964821019
4600,22.994999486021698,0.05050778388977051,0.5716210306589198,-479.77167229078907,-4.442330298988788
4700,23.494999474845827,0.05150794982910156,0.5357675077495502,-479.7745034123776,-4.442356513077571
4800,23.994999463669956,0.052506446838378906,0.535718101067951,-479.779333439689,-4.442401235552676
4900,24.494999452494085,0.05501747131347656,0.528015683462873,-479.759413912825,-4.44221679548912
5000,24.994999441318214,0.05601620674133301,0.5473937234691024,-479.76830154627845,-4.442299088391467
5100,25.494999430142343,0.05701589584350586,0.5718957656121604,-479.7783101783268,-4.442391760910433
5200,25.994999418966472,0.05852341651916504,0.6089913252555348,-479.7846832547764,-4.442450770877559
5300,26.4949994077906,0.06052374839782715,0.5202916325205921,-479.76955332367595,-4.442310678922926
5400,26.99499939661473,0.0615234375,0.5677192354260889,-479.7791153897664,-4.442399216571911
5500,27.49499938543886,0.06252360343933105,0.5218405680105893,-479.7664975557106,-4.4422823847750985
5600,27.99499937426299,0.06352734565734863,0.555036459174748,-479.7610896775834,-4.442232311829476
5700,28.494999363087118,0.06552767753601074,0.5385264229511366,-479.77879386839373,-4.442396239522164
5800,28.994999351911247,0.0665278434753418,0.5548271090064938,-479.7762465058462,-4.442372652831909
5900,29.494999340735376,0.06752848625183105,0.5370276357481376,-479.7523772905151,-4.442151641578843
6000,29.994999329559505,0.06852841377258301,0.5258700839707713,-479.7609917951279,-4.4422314055104435
6100,30.494999318383634,0.06953024864196777,0.46481266247404684,-479.75371222903823,-4.442164002120724
6200,30.994999307207763,0.07052969932556152,0.516468388010411,-479.7824529422201,-4.442430119835372
6300,31.494999296031892,0.07152676582336426,0.5307600267873445,-479.75581034227463,-4.442183429095135
6400,31.99499928485602,0.07252717018127441,0.5161340756931827,-479.7477420580334,-4.442108722759569
6500,32.49499927368015,0.07352805137634277,0.5249352219136523,-479.7456710286827,-4.442089546561877
6600,32.99499926250428,0.07452630996704102,0.49340654197803263,-479.7496623333898,-4.442126503086943
6700,33.49499925132841,0.07552671432495117,0.5044805307642852,-479.7375605001811,-4.44201444907575
6800,33.99499924015254,0.07652854919433594,0.49960714923491817,-479.74930702032395,-4.442123213151148
6900,34.49499922897667,0.07752561569213867,0.4757361504554442,-479.72394546548577,-4.441888383939683
7000,34.994999217800796,0.07953548431396484,0.5072966024584918,-479.75567740898936,-4.442182198231383
7100,35.494999206624925,0.0805354118347168,0.49158193475671136,-479.746084570539,-4.442093375653139
7200,35.994999195449054,0.0825355052947998,0.50535093660743,-479.74692713977254,-4.442101177220116
7300,36.49499918427318,0.08453249931335449,0.49090924984824535,-479.76051631349554,-4.442227002902737
7400,36.99499917309731,0.08553290367126465,0.48168655531569327,-479.73787857766905,-4.442017394237676
7500,37.49499916192144,0.0865335464477539,0.5548056174583984,-479.7572786779524,-4.442197024795855
7600,37.99499915074557,0.0876004695892334,0.5470404700069808,-479.7481013345632,-4.442112049394104
7700,38.4949991395697,0.08860206604003906,0.48337663323965463,-479.7409545733297,-4.4420458756789785
7800,38.99499912839383,0.09010696411132812,0.5080330384781949,-479.7512587903174,-4.4421412850955315
7900,39.49499911721796,0.09110379219055176,0.509907695970363,-479.7535904300536,-4.442162874352348
8000,39.99499910604209,0.09210348129272461,0.47368418703824,-479.7322930780946,-4.441965676649024
8100,40.494999094866216,0.09317660331726074,0.4932806898408019,-479.74329856782833,-4.442067579331744
8200,40.994999083690345,0.09417414665222168,0.49534341166724455,-479.7392882974931,-4.44203044719901
8300,41.494999072514474,0.09617400169372559,0.5021101525228044,-479.73323434326807,-4.441974392067297
8400,41.9949990613386,0.09717321395874023,0.455566587059584,-479.7204657705548,-4.441856164542174
8500,42.49499905016273,0.09823369979858398,0.4992635995983705,-479.74845934128246,-4.4421153642711335
8600,42.99499903898686,0.09923291206359863,0.5178874511067222,-479.729184784165,-4.441936896149676
8700,43.49499902781099,0.10023856163024902,0.5384399160784459,-479.75477006340833,-4.44217379688341
8800,43.99499901663512,0.10124635696411133,0.48114590067451657,-479.7505536744146,-4.44213475624458
8900,44.49499900545925,0.1022493839263916,0.49707224732013683,-479.7276791091341,-4.4419229547142045
9000,44.99499899428338,0.10325217247009277,0.4754760132824698,-479.7280693078394,-4.441926567665179
9100,45.49499898310751,0.1037595272064209,0.508860264549152,-479.74112676432355,-4.442047470040033
9200,45.994998971931636,0.10475921630859375,0.5099080060413608,-479.75891250998626,-4.442212152870243
9300,46.494998960755765,0.10576152801513672,0.5201725623623156,-479.7434406812871,-4.442068895197103
9400,46.994998949579895,0.1067647933959961,0.48441763625470535,-479.7437102877126,-4.442071391552894
9500,47.494998938404024,0.10776424407958984,0.489773275067261,-479.736166096743,-4.442001537932805
9600,47.99499892722815,0.10876321792602539,0.5444562551035105,-479.7349843027123,-4.441990595395485
9700,48.49499891605228,0.10976338386535645,0.5525351688081732,-479.7348953939062,-4.441989772165798
9800,48.99499890487641,0.11076116561889648,0.5138589838520063,-479.72009632754407,-4.441852743773556
9900,49.49499889370054,0.11176061630249023,0.5320888957265639,-479.73323050139015,-4.441974356494353
10000,49.99499888252467,0.11276102066040039,0.5145498540635949,-479.70864787152584,-4.441746739551165
10100,50.4949988713488,0.11276102066040039,0.5175049953967472,-479.7376431067769,-4.442015213951638
10200,50.99499886017293,0.11408185958862305,0.5339467464193389,-479.73017000026925,-4.441946018521012
10300,51.49499884899706,0.11508321762084961,0.518078969718017,-479.7459436765037,-4.442092071078738
10400,51.994998837821186,0.11617898941040039,0.503735820951091,-479.7332414601296,-4.441974457964163
10500,52.494998826645315,0.11717867851257324,0.4689844513058515,-479.72755206222547,-4.441921778353939
10600,52.994998815469444,0.11817598342895508,0.49696241970047944,-479.73000944436257,-4.441944531892246
10700,53.49499880429357,0.11917448043823242,0.4879369232668201,-479.7266215374754,-4.441913162384032
10800,53.9949987931177,0.12018013000488281,0.5235599699736343,-479.7308322541941,-4.441952150501797
10900,54.49499878194183,0.12168645858764648,0.51400276744168,-479.7201909849996,-4.441853620231478
11000,54.99499877076596,0.12268686294555664,0.4539231973246759,-479.7327905022746,-4.441970282428469
11100,55.49499875959009,0.1236872673034668,0.5004290488723504,-479.73483658043745,-4.441989227596643
11200,55.99499874841422,0.12468767166137695,0.5007235403054547,-479.7295725737061,-4.441940486793575
11300,56.49499873723835,0.1256868839263916,0.4947517111794994,-479.7253574124445,-4.4419014575226345
11400,56.99499872606248,0.12668943405151367,0.5373091271654235,-479.7387878131156,-4.4420258130844035
11500,57.494998714886606,0.12768864631652832,0.43443059259581973,-479.7063402938179,-4.4417253730909065
11600,57.994998703710735,0.12869524955749512,0.5102753553116248,-479.7382167396882,-4.442020525367483
11700,58.494998692534864,0.13069558143615723,0.48705110819362607,-479.71559640807476,-4.441811077852544
11800,58.99499868135899,0.13169407844543457,0.4997378302317882,-479.71535568390584,-4.441808848925054
11900,59.49499867018312,0.13269305229187012,0.5024740771082318,-479.73775812751074,-4.442016278958433
12000,59.99499865900725,0.13369417190551758,0.5112905400711244,-479.73463467259097,-4.441987358079546
12100,60.49499864783138,0.13469362258911133,0.44237510752980463,-479.72766696603475,-4.4419228422781
12200,60.99499863665551,0.13569378852844238,0.4792853327669381,-479.7195744621651,-4.441847911686714
12300,61.49499862547964,0.13719725608825684,0.4729808393574538,-479.71967255552624,-4.441848819958576
12400,61.99499861430377,0.1381981372833252,0.5314670794508676,-479.7478233352958,-4.442109475326813
12500,62.4949986031279,0.13919615745544434,0.5311792162713429,-479.7403027882326,-4.442039840631783
12600,62.994998591952026,0.1401975154876709,0.5030997832753443,-479.7240131261515,-4.441889010427328
12700,63.494998580776155,0.1421971321105957,0.4564190210610436,-479.70634337433034,-4.44172540161417
12800,63.994998569600284,0.14319705963134766,0.5067483311033864,-479.72159344327093,-4.441866605956212
12900,64.49499855842441,0.14519715309143066,0.502171191504474,-479.74165723874455,-4.442052381840227
13000,64.99499854724854,0.14620018005371094,0.4914943741674224,-479.7253021985795,-4.441900946283144
13100,65.49499853607267,0.147200345993042,0.5122326837376493,-479.71192477146724,-4.441777081217289
13200,65.9949985248968,0.14820313453674316,0.5109190541287939,-479.7306670720503,-4.441950621037503
13300,66.49499851372093,0.15020346641540527,0.532832748256046,-479.7292225349205,-4.441937245693708
13400,66.99499850254506,0.1512012481689453,0.46897899292443823,-479.73208871937163,-4.441963784438626
13500,67.49499849136919,0.15320134162902832,0.5037673648709052,-479.71167653710813,-4.4417747827510015
13600,67.99499848019332,0.1542034149169922,0.46849095265358065,-479.7110471045953,-4.441768954672178
13700,68.49499846901745,0.15520620346069336,0.45759831453060473,-479.7140249346205,-4.4417965271724125
13800,68.99499845784158,0.1562027931213379,0.5145351909256675,-479.7270808556252,-4.441917415329863
13900,69.4949984466657,0.1582028865814209,0.4839266851500482,-479.7224253988479,-4.4418743092485915
14000,69.99499843548983,0.15920376777648926,0.5115239641629102,-479.7238401033128,-4.441887408364007
14100,70.49499842431396,0.1602017879486084,0.5073086493236515,-479.721126299106,-4.441862280547277
14200,70.99499841313809,0.16127800941467285,0.46689715332684373,-479.72380759295953,-4.441887107342218
14300,71.49499840196222,0.1622755527496338,0.5183461221118384,-479.7254401324693,-4.44190222344879
14400,71.99499839078635,0.16327619552612305,0.5192770675336932,-479.73062350326495,-4.441950217622824
14500,72.49499837961048,0.1642765998840332,0.46876342789836406,-479.72257288596455,-4.441875674870042
14600,72.99499836843461,0.16527628898620605,0.4906944539816774,-479.73041180758565,-4.4419482574776445
14700,73.49499835725874,0.1662740707397461,0.5082117208417235,-479.72609008753585,-4.441908241551258
14800,73.99499834608287,0.1662740707397461,0.4513548860271248,-479.7169951070588,-4.441824028769063
14900,74.494998334907,0.16827106475830078,0.47500896531634335,-479.72405791850645,-4.441889425171356
15000,74.99499832373112,0.16927194595336914,0.5076444944312899,-479.72462215605697,-4.44189464959312
15100,75.49499831255525,0.1702721118927002,0.486462832442568,-479.71645083973056,-4.441818989256764
15200,75.99499830137938,0.17127227783203125,0.5138722301817917,-479.72987964049236,-4.441943330004559
15300,76.49499829020351,0.1722736358642578,0.5197164530679051,-479.7246012462107,-4.441894455983432
15400,76.99499827902764,0.17327284812927246,0.5369650258355432,-479.73459343879546,-4.441986976285143
15500,77.49499826785177,0.1753404140472412,0.5205031651681197,-479.7294172182221,-4.441939048316872
15600,77.9949982566759,0.17734050750732422,0.5120717625752391,-479.72339559052557,-4.441883292504866
15700,78.49499824550003,0.1783435344696045,0.513634773554137,-479.7220889439669,-4.4418711939256195
15800,78.99499823432416,0.17934322357177734,0.48462912160930305,-479.74491974707144,-4.442082590250662
15900,79.49499822314829,0.1803441047668457,0.48654461785903996,-479.7444531996412,-4.442078270367048
16000,79.99499821197242,0.18234586715698242,0.4819295363938879,-479.7304837118768,-4.441948923258118
16100,80.49499820079654,0.18334674835205078,0.44923120963563956,-479.7143198350628,-4.441799257732063
16200,80.99499818962067,0.1853468418121338,0.47186379086721814,-479.7274259088551,-4.441920610267177
16300,81.4949981784448,0.18642163276672363,0.48744149104284906,-479.73736840120444,-4.442012670381523
16400,81.99499816726893,0.18742084503173828,0.47310777899273304,-479.7401515099563,-4.4420384399070025
16500,82.49499815609306,0.18842101097106934,0.49683170422198897,-479.74293217912674,-4.4420641868437665
16600,82.99499814491719,0.189422607421875,0.525857886928802,-479.748592148859,-4.442116593970916
16700,83.49499813374132,0.19048261642456055,0.46747382769662904,-479.73200125283773,-4.441962974563312
16800,83.99499812256545,0.1914834976196289,0.4907066171524601,-479.74383765957697,-4.442072570922009
16900,84.49499811138958,0.19254684448242188,0.48716049323884514,-479.7227597533182,-4.441877405123317
17000,84.9949981002137,0.19354605674743652,0.5053857425302816,-479.7508401571148,-4.442137408862174
17100,85.49499808903784,0.19454598426818848,0.48587901078725126,-479.74827435611945,-4.442113651445551
17200,85.99499807786196,0.19654464721679688,0.5182265636568095,-479.7463848813695,-4.442096156308977
17300,86.4949980666861,0.19761013984680176,0.4834479379424682,-479.73188375720343,-4.441961886640772
17400,86.99499805551022,0.19861054420471191,0.4928011364248868,-479.72792589199446,-4.44192523974069
17500,87.49499804433435,0.19961118698120117,0.4814961965564303,-479.73410258078434,-4.4419824313035585
17600,87.99499803315848,0.20161676406860352,0.5036708771802227,-479.7311526906637,-4.441955117506145
17700,88.49499802198261,0.20368385314941406,0.5188784125356567,-479.7360905096288,-4.4420008380521185
17800,88.99499801080674,0.20468378067016602,0.4988238531526548,-479.7295395321347,-4.441940180853099
17900,89.49499799963087,0.20668435096740723,0.4788482100205341,-479.73886126478556,-4.442026493192459
18000,89.994997988455,0.20768451690673828,0.47091990537084916,-479.71134971182033,-4.441771756590929
18100,90.49499797727913,0.20868468284606934,0.5202873671108318,-479.74288449246234,-4.442063745300577
18200,90.99499796610326,0.2096853256225586,0.49108360394606815,-479.7189449057563,-4.441842082460706
18300,91.49499795492738,0.21068692207336426,0.5199198876902256,-479.7430970201372,-4.442065713149419
18400,91.99499794375151,0.21169495582580566,0.5173428538368929,-479.7257118177596,-4.44190473905333
18500,92.49499793257564,0.21269464492797852,0.49524501444644586,-479.73130946655544,-4.441956569134772
18600,92.99499792139977,0.21369671821594238,0.47413304166812126,-479.72923427024074,-4.4419373543540805
18700,93.4949979102239,0.21469378471374512,0.4807055362304828,-479.71990830024174,-4.441851002780016
18800,93.99499789904803,0.21669363975524902,0.49620692567276814,-479.7218821230872,-4.441869278917474
18900,94.49499788787216,0.21869969367980957,0.4960282500345464,-479.71606769030916,-4.441815441576937
19000,94.99499787669629,0.21969914436340332,0.515862375487239,-479.7219060795251,-4.441869500736344
19100,95.49499786552042,0.22069883346557617,0.4860454078772409,-479.7159203844814,-4.4418140776340875
19200,95.99499785434455,0.22169780731201172,0.4858516982403763,-479.709213335261,-4.441751975326491
19300,96.49499784316868,0.22269415855407715,0.46553852534194035,-479.72696899924665,-4.441916379622654
19400,96.9949978319928,0.22469544410705566,0.47295913752751817,-479.7204179410831,-4.441855721676696
19500,97.49499782081693,0.22569513320922852,0.4952908285662482,-479.75114557891675,-4.442140236841822
19600,97.99499780964106,0.2276933193206787,0.5128577714102676,-479.72075928101265,-4.441858882231599
19700,98.49499779846519,0.22969460487365723,0.5197400350096498,-479.72709327419244,-4.441917530316597
19800,98.99499778728932,0.23069095611572266,0.5073006825591209,-479.7382868105933,-4.442021174172161
19900,99.49499777611345,0.23176217079162598,0.4794449657271473,-479.71981790654354,-4.441850165801329
20000,99.99499776493758,0.23276090621948242,0.479226395507984,-479.7299225884831,-4.4419437276711395
